Asset_ID,Asset_Name,Model,Serial_Number,Assigned_To,Department,Location,Purchase_Date,Warranty_Expiry,Status,Condition
ASSET18161,Server,Model-824,SN-999637,Deepak Hegde,R&D,Shivamogga,24-06-2023,23-06-2026,Under Repair,Good
ASSET18162,Mobile,Model-364,SN-350616,Latha Murthy,Finance,Davangere,14-12-2024,14-12-2025,Damaged,Poor
ASSET18163,Router,Model-964,SN-555217,Rakesh Urs,Admin,Shivamogga,05-05-2023,04-05-2026,In Use,Average
ASSET18164,Desktop,Model-185,SN-730976,,Operations,Hubli,20-06-2022,19-06-2025,Available,Good
ASSET18165,Server,Model-577,SN-123953,Meena Hegde,Admin,Mangalore,21-05-2022,21-05-2023,Under Repair,Excellent
ASSET18166,Monitor,Model-181,SN-175646,,R&D,Belagavi,27-11-2023,26-11-2025,Available,Good
ASSET18167,Server,Model-392,SN-466464,Rakesh Gowda,Operations,Bengaluru,07-05-2024,07-05-2025,Under Repair,Excellent
ASSET18168,Mobile,Model-973,SN-615089,,R&D,Belagavi,20-09-2023,19-09-2026,Available,Good
ASSET18169,Monitor,Model-560,SN-767835,Deepak Urs,Operations,Mysuru,11-01-2022,11-01-2023,Damaged,Excellent
ASSET18170,Laptop,Model-370,SN-710076,,Sales,Shivamogga,16-12-2022,16-12-2023,Available,Excellent
ASSET18171,Monitor,Model-149,SN-804432,,HR,Mysuru,02-06-2024,02-06-2026,Available,Good
ASSET18172,Tablet,Model-355,SN-162246,,IT,Mangalore,08-03-2024,08-03-2026,Available,Average
ASSET18173,Mobile,Model-775,SN-318799,,Admin,Hubli,13-03-2022,13-03-2023,Available,Good
ASSET18174,Projector,Model-351,SN-673204,Arjun Rao,R&D,Ballari,10-05-2024,10-05-2026,Under Repair,Good
ASSET18175,Switch,Model-857,SN-951004,Kavya Naidu,Sales,Belagavi,21-03-2024,21-03-2026,Disposed,Good
ASSET18176,Projector,Model-606,SN-693960,Karthik Hegde,R&D,Shivamogga,30-01-2023,29-01-2026,In Use,Excellent
ASSET18177,Tablet,Model-666,SN-658434,,Finance,Mysuru,27-06-2023,26-06-2026,Available,Good
ASSET18178,Projector,Model-939,SN-427078,Manoj Naidu,Finance,Hubli,10-02-2022,09-02-2025,In Use,Poor
ASSET18179,Switch,Model-652,SN-134831,Asha Pai,Sales,Shivamogga,21-06-2023,20-06-2026,Disposed,Average
ASSET18180,Laptop,Model-140,SN-627818,Kavya Shetty,Operations,Davangere,14-01-2022,14-01-2023,In Use,Good
ASSET18181,Mobile,Model-849,SN-564977,Rohan Murthy,IT,Ballari,27-01-2022,27-01-2023,Disposed,Excellent
ASSET18182,Switch,Model-892,SN-363953,Kavya Pai,Admin,Bengaluru,28-11-2023,27-11-2024,Damaged,Excellent
ASSET18183,Tablet,Model-496,SN-860975,,IT,Shivamogga,21-01-2022,20-01-2025,Available,Good
ASSET18184,Projector,Model-161,SN-873304,,Marketing,Udupi,16-09-2024,16-09-2027,Available,Excellent
ASSET18185,Tablet,Model-670,SN-360271,Karthik Desai,Finance,Davangere,03-04-2024,03-04-2026,Under Repair,Poor
ASSET18186,Tablet,Model-762,SN-397507,Sanjay Murthy,Operations,Shivamogga,20-04-2024,20-04-2027,Under Repair,Average
ASSET18187,Printer,Model-819,SN-129879,Shruthi Pai,Marketing,Davangere,21-07-2023,20-07-2024,Disposed,Good
ASSET18188,Switch,Model-686,SN-575030,,Finance,Belagavi,06-03-2023,05-03-2024,Available,Good
ASSET18189,Projector,Model-199,SN-713835,Manoj Shetty,Marketing,Mangalore,21-11-2023,20-11-2025,In Use,Good
ASSET18190,Laptop,Model-869,SN-843789,Rakesh Rao,R&D,Ballari,17-01-2024,16-01-2026,In Use,Average
ASSET18191,Printer,Model-364,SN-525957,Shruthi Urs,IT,Mysuru,24-10-2023,23-10-2024,Under Repair,Poor
ASSET18192,Mobile,Model-136,SN-475925,Meena Urs,Marketing,Hubli,02-07-2022,01-07-2024,Under Repair,Poor
ASSET18193,Server,Model-590,SN-681004,Shruthi Rao,HR,Mysuru,19-09-2024,19-09-2027,In Use,Excellent
ASSET18194,Mobile,Model-643,SN-911129,,Finance,Ballari,11-04-2024,11-04-2026,Available,Good
ASSET18195,Router,Model-858,SN-492671,Rohan Urs,Finance,Udupi,07-07-2023,06-07-2024,In Use,Poor
ASSET18196,Tablet,Model-855,SN-203993,Prakash Hegde,Marketing,Bengaluru,15-01-2022,15-01-2024,In Use,Good
ASSET18197,Projector,Model-563,SN-536439,Shruthi Hegde,Marketing,Belagavi,16-04-2024,16-04-2025,Under Repair,Average
ASSET18198,Laptop,Model-216,SN-438428,Nandini Shetty,R&D,Hubli,14-02-2022,14-02-2024,Damaged,Excellent
ASSET18199,Tablet,Model-724,SN-210591,,R&D,Bengaluru,30-07-2024,30-07-2026,Available,Excellent
ASSET18200,Mobile,Model-277,SN-192400,Rakesh Hegde,R&D,Belagavi,09-07-2023,08-07-2024,Under Repair,Average
ASSET18201,Mobile,Model-391,SN-952728,Sanjay Shetty,IT,Ballari,02-01-2023,02-01-2024,In Use,Poor
ASSET18202,Monitor,Model-984,SN-187841,Rakesh Pai,Finance,Mysuru,04-02-2024,03-02-2026,Damaged,Good
ASSET18203,Laptop,Model-928,SN-138692,Divya Hegde,IT,Ballari,15-02-2024,14-02-2025,Damaged,Poor
ASSET18204,Switch,Model-882,SN-674429,Deepak Gowda,Finance,Shivamogga,23-12-2024,23-12-2027,Damaged,Good
ASSET18205,Projector,Model-971,SN-641688,Meena Shetty,Admin,Ballari,03-01-2025,03-01-2028,Under Repair,Poor
ASSET18206,Projector,Model-923,SN-802414,Asha Naidu,R&D,Mangalore,07-03-2022,06-03-2024,Under Repair,Excellent
ASSET18207,Switch,Model-535,SN-523846,Deepak Shetty,Marketing,Mangalore,04-03-2024,04-03-2026,Under Repair,Poor
ASSET18208,Projector,Model-431,SN-553850,Kavya Desai,Marketing,Mangalore,30-01-2024,29-01-2027,In Use,Good
ASSET18209,Monitor,Model-993,SN-181013,Manoj Shetty,HR,Davangere,19-02-2023,18-02-2026,Damaged,Average
ASSET18210,Switch,Model-382,SN-109821,Manoj Pai,IT,Shivamogga,03-06-2022,03-06-2023,Damaged,Average
ASSET18211,Server,Model-140,SN-603009,Arjun Hegde,R&D,Shivamogga,16-05-2023,15-05-2025,Disposed,Excellent
ASSET18212,Mobile,Model-816,SN-330291,,Sales,Shivamogga,11-10-2024,11-10-2027,Available,Excellent
ASSET18213,Server,Model-320,SN-642967,Rakesh Naidu,HR,Shivamogga,05-02-2024,04-02-2027,Under Repair,Poor
ASSET18214,Printer,Model-435,SN-401465,Arjun Pai,Sales,Ballari,20-05-2022,19-05-2025,Damaged,Average
ASSET18215,Tablet,Model-766,SN-574691,Latha Urs,Operations,Ballari,26-03-2022,26-03-2023,In Use,Poor
ASSET18216,Monitor,Model-260,SN-741825,Karthik Gowda,Admin,Ballari,23-11-2024,23-11-2027,Damaged,Poor
ASSET18217,Desktop,Model-368,SN-970557,Kavya Pai,Finance,Ballari,07-01-2023,06-01-2025,Disposed,Poor
ASSET18218,Printer,Model-798,SN-762517,Karthik Hegde,Operations,Udupi,03-04-2024,03-04-2027,Disposed,Poor
ASSET18219,Server,Model-780,SN-794940,Divya Urs,IT,Ballari,08-08-2024,08-08-2026,In Use,Good
ASSET18220,Router,Model-336,SN-710108,Asha Murthy,HR,Hubli,14-01-2025,14-01-2027,Damaged,Poor
ASSET18221,Laptop,Model-696,SN-334199,,Sales,Udupi,04-04-2022,04-04-2023,Available,Excellent
ASSET18222,Mobile,Model-400,SN-506228,,Admin,Hubli,09-02-2022,09-02-2023,Available,Average
ASSET18223,Server,Model-911,SN-118361,Manoj Naidu,HR,Ballari,09-02-2022,09-02-2023,Damaged,Average
ASSET18224,Switch,Model-173,SN-791818,Rohan Gowda,IT,Shivamogga,27-05-2022,26-05-2025,In Use,Poor
ASSET18225,Switch,Model-727,SN-937941,Sanjay Murthy,Sales,Davangere,20-02-2022,20-02-2024,Disposed,Excellent
ASSET18226,Printer,Model-900,SN-747615,,IT,Belagavi,05-11-2023,04-11-2024,Available,Good
ASSET18227,Projector,Model-854,SN-500897,Kavya Murthy,Operations,Shivamogga,11-01-2022,11-01-2023,Disposed,Excellent
ASSET18228,Projector,Model-652,SN-166465,,HR,Shivamogga,24-07-2024,24-07-2027,Available,Excellent
ASSET18229,Printer,Model-798,SN-703122,Shruthi Hegde,Admin,Mangalore,11-11-2024,11-11-2026,Disposed,Excellent
ASSET18230,Projector,Model-359,SN-823761,Latha Naidu,Admin,Mysuru,15-01-2025,15-01-2028,Disposed,Average
ASSET18231,Printer,Model-299,SN-910085,Latha Hegde,Marketing,Shivamogga,27-09-2024,27-09-2025,In Use,Good
ASSET18232,Tablet,Model-875,SN-362751,Rohan Rao,Operations,Shivamogga,05-04-2022,04-04-2025,Under Repair,Average
ASSET18233,Tablet,Model-738,SN-584169,Kavya Rao,Admin,Belagavi,13-06-2024,13-06-2025,Under Repair,Excellent
ASSET18234,Tablet,Model-325,SN-379429,Nandini Gowda,R&D,Shivamogga,01-04-2022,01-04-2023,Under Repair,Good
ASSET18235,Tablet,Model-108,SN-951244,Sanjay Gowda,R&D,Mysuru,13-11-2022,12-11-2025,Disposed,Poor
ASSET18236,Monitor,Model-442,SN-748177,Asha Urs,Marketing,Ballari,07-01-2023,06-01-2025,In Use,Excellent
ASSET18237,Tablet,Model-726,SN-212481,Nandini Desai,Admin,Udupi,24-04-2023,23-04-2026,Damaged,Poor
ASSET18238,Laptop,Model-674,SN-737675,Sahana Hegde,Marketing,Shivamogga,13-12-2024,13-12-2025,Under Repair,Good
ASSET18239,Router,Model-750,SN-321664,Pooja Naidu,Operations,Shivamogga,24-08-2023,23-08-2025,Damaged,Good
ASSET18240,Tablet,Model-573,SN-528388,Deepak Murthy,Marketing,Davangere,15-09-2024,15-09-2027,Damaged,Average
ASSET18241,Monitor,Model-304,SN-959018,,Finance,Hubli,30-12-2024,30-12-2027,Available,Good
ASSET18242,Tablet,Model-276,SN-827850,,Finance,Ballari,04-08-2024,04-08-2025,Available,Poor
ASSET18243,Server,Model-419,SN-183488,Prakash Rao,Finance,Shivamogga,14-06-2024,14-06-2027,Damaged,Poor
ASSET18244,Monitor,Model-940,SN-257632,Kavya Shetty,Admin,Davangere,18-04-2022,18-04-2023,Damaged,Poor
ASSET18245,Printer,Model-458,SN-626155,Rakesh Naidu,Marketing,Bengaluru,27-07-2024,27-07-2027,In Use,Good
ASSET18246,Desktop,Model-596,SN-631090,,Finance,Ballari,26-06-2023,25-06-2025,Available,Good
ASSET18247,Laptop,Model-452,SN-612460,Divya Hegde,Operations,Bengaluru,06-09-2022,05-09-2024,In Use,Poor
ASSET18248,Projector,Model-726,SN-815480,,Marketing,Mangalore,19-08-2023,18-08-2024,Available,Excellent
ASSET18249,Projector,Model-541,SN-932050,Vikram Shetty,R&D,Bengaluru,11-11-2023,10-11-2025,Disposed,Average
ASSET18250,Monitor,Model-224,SN-191753,Sanjay Desai,HR,Mangalore,15-11-2022,15-11-2023,Damaged,Average
ASSET18251,Desktop,Model-693,SN-362559,,R&D,Mysuru,11-04-2023,10-04-2026,Available,Poor
ASSET18252,Mobile,Model-472,SN-682961,Sanjay Gowda,Admin,Mysuru,17-08-2024,17-08-2025,Disposed,Excellent
ASSET18253,Switch,Model-227,SN-296866,Meena Pai,HR,Mangalore,02-12-2024,02-12-2025,In Use,Good
ASSET18254,Router,Model-142,SN-136955,Prakash Desai,HR,Belagavi,11-11-2022,10-11-2024,In Use,Excellent
ASSET18255,Printer,Model-556,SN-587974,Latha Desai,HR,Mangalore,05-09-2022,04-09-2024,Under Repair,Poor
ASSET18256,Monitor,Model-198,SN-368818,Deepak Hegde,Marketing,Udupi,30-11-2023,29-11-2026,Damaged,Poor
ASSET18257,Mobile,Model-329,SN-709474,,Marketing,Udupi,01-05-2023,30-04-2026,Available,Excellent
ASSET18258,Tablet,Model-975,SN-149615,Manoj Desai,R&D,Hubli,05-09-2023,04-09-2024,Damaged,Average
ASSET18259,Switch,Model-409,SN-490348,Manoj Hegde,IT,Davangere,09-02-2022,09-02-2024,Under Repair,Excellent
ASSET18260,Tablet,Model-478,SN-256468,Rakesh Naidu,Sales,Hubli,20-06-2022,20-06-2023,In Use,Average
ASSET18261,Desktop,Model-628,SN-516523,,Admin,Belagavi,22-02-2022,21-02-2025,Available,Good
ASSET18262,Tablet,Model-244,SN-799665,Rakesh Urs,IT,Mysuru,22-04-2022,22-04-2023,In Use,Poor
ASSET18263,Mobile,Model-583,SN-419040,Divya Hegde,Operations,Udupi,13-03-2022,13-03-2023,Under Repair,Excellent
ASSET18264,Tablet,Model-276,SN-911691,,HR,Mangalore,11-04-2024,11-04-2027,Available,Poor
ASSET18265,Server,Model-950,SN-402072,Karthik Rao,Operations,Hubli,19-05-2023,18-05-2026,Under Repair,Good
ASSET18266,Printer,Model-268,SN-868447,Karthik Pai,Finance,Mangalore,06-04-2022,06-04-2023,In Use,Good
ASSET18267,Tablet,Model-622,SN-210223,,Operations,Udupi,26-03-2022,26-03-2023,Available,Poor
ASSET18268,Tablet,Model-913,SN-547970,,HR,Udupi,28-03-2023,27-03-2024,Available,Average
ASSET18269,Laptop,Model-946,SN-599453,Nandini Naidu,Finance,Hubli,07-05-2023,06-05-2025,In Use,Excellent
ASSET18270,Router,Model-127,SN-800289,Meena Pai,R&D,Mangalore,23-08-2024,23-08-2025,In Use,Average
ASSET18271,Laptop,Model-580,SN-637114,Shruthi Hegde,R&D,Mangalore,17-01-2024,16-01-2027,Disposed,Poor
ASSET18272,Mobile,Model-378,SN-145388,Vikram Desai,IT,Hubli,14-06-2023,13-06-2026,Damaged,Average
ASSET18273,Switch,Model-971,SN-172520,Meena Shetty,Sales,Bengaluru,05-07-2024,05-07-2025,Damaged,Average
ASSET18274,Switch,Model-216,SN-315060,Karthik Gowda,Sales,Udupi,20-08-2024,20-08-2026,Under Repair,Excellent
ASSET18275,Mobile,Model-960,SN-819201,Nandini Shetty,Operations,Shivamogga,28-03-2023,27-03-2026,Disposed,Excellent
ASSET18276,Projector,Model-509,SN-446897,Nandini Murthy,Marketing,Mangalore,08-04-2023,07-04-2025,Damaged,Good
ASSET18277,Server,Model-336,SN-675477,,R&D,Shivamogga,03-10-2022,02-10-2024,Available,Excellent
ASSET18278,Desktop,Model-274,SN-642020,Latha Naidu,Admin,Belagavi,07-01-2022,06-01-2025,Disposed,Excellent
ASSET18279,Monitor,Model-347,SN-142315,Rohan Murthy,HR,Udupi,06-01-2022,06-01-2023,In Use,Average
ASSET18280,Router,Model-420,SN-978594,Asha Rao,IT,Mangalore,24-10-2023,23-10-2025,In Use,Poor
ASSET18281,Server,Model-805,SN-752439,Pooja Rao,Finance,Mangalore,10-03-2023,09-03-2026,Disposed,Excellent
ASSET18282,Projector,Model-768,SN-936470,Sahana Naidu,Marketing,Mysuru,07-10-2022,06-10-2025,Disposed,Average
ASSET18283,Server,Model-785,SN-907135,Sanjay Naidu,Sales,Mangalore,09-12-2023,08-12-2025,In Use,Excellent
ASSET18284,Printer,Model-462,SN-775288,Nandini Desai,R&D,Mangalore,15-03-2024,15-03-2025,In Use,Good
ASSET18285,Server,Model-244,SN-201859,Deepak Murthy,Marketing,Belagavi,22-12-2023,21-12-2025,Under Repair,Poor
ASSET18286,Printer,Model-172,SN-309099,Arjun Naidu,Sales,Mysuru,03-08-2023,02-08-2025,Damaged,Poor
ASSET18287,Tablet,Model-391,SN-985510,,Sales,Davangere,23-07-2023,22-07-2025,Available,Excellent
ASSET18288,Tablet,Model-399,SN-439525,Shruthi Hegde,IT,Shivamogga,08-05-2022,07-05-2024,In Use,Excellent
ASSET18289,Mobile,Model-925,SN-958645,Asha Urs,Admin,Udupi,05-11-2022,05-11-2023,Disposed,Good
ASSET18290,Router,Model-187,SN-952931,,IT,Mangalore,06-05-2022,05-05-2025,Available,Excellent
ASSET18291,Printer,Model-451,SN-286571,,Sales,Bengaluru,05-02-2023,04-02-2026,Available,Good
ASSET18292,Router,Model-416,SN-393997,,Finance,Hubli,26-12-2024,26-12-2026,Available,Excellent
ASSET18293,Monitor,Model-120,SN-412229,Rohan Urs,Admin,Belagavi,02-11-2023,01-11-2026,Disposed,Good
ASSET18294,Projector,Model-357,SN-383254,Asha Shetty,Operations,Udupi,01-08-2022,01-08-2023,Under Repair,Excellent
ASSET18295,Switch,Model-390,SN-988427,Sanjay Rao,Marketing,Hubli,29-09-2022,28-09-2025,In Use,Good
ASSET18296,Server,Model-939,SN-556556,Rohan Naidu,IT,Bengaluru,01-01-2022,01-01-2023,Damaged,Poor
ASSET18297,Mobile,Model-779,SN-314751,Rohan Pai,IT,Udupi,29-02-2024,28-02-2025,Damaged,Average
ASSET18298,Mobile,Model-955,SN-561948,,R&D,Davangere,02-07-2022,02-07-2023,Available,Excellent
ASSET18299,Server,Model-548,SN-766641,,Admin,Hubli,05-11-2022,05-11-2023,Available,Poor
ASSET18300,Monitor,Model-326,SN-787019,Rohan Naidu,IT,Belagavi,11-01-2022,10-01-2025,Under Repair,Average
ASSET18301,Switch,Model-868,SN-274499,Nandini Shetty,HR,Shivamogga,25-09-2024,25-09-2025,Disposed,Good
ASSET18302,Laptop,Model-509,SN-888111,Arjun Urs,Admin,Davangere,20-11-2022,19-11-2024,Damaged,Average
ASSET18303,Switch,Model-298,SN-240024,Manoj Murthy,Admin,Bengaluru,28-08-2024,28-08-2025,Disposed,Average
ASSET18304,Projector,Model-279,SN-445654,Meena Desai,Sales,Mangalore,16-05-2022,15-05-2024,Under Repair,Poor
ASSET18305,Desktop,Model-508,SN-386613,Pooja Desai,Operations,Bengaluru,20-01-2025,20-01-2026,Damaged,Excellent
ASSET18306,Laptop,Model-978,SN-228460,Rohan Urs,IT,Ballari,27-02-2022,27-02-2023,Under Repair,Poor
ASSET18307,Switch,Model-348,SN-264949,,IT,Mangalore,13-06-2023,12-06-2024,Available,Excellent
ASSET18308,Printer,Model-111,SN-841592,Pooja Shetty,Marketing,Shivamogga,15-06-2024,15-06-2025,Damaged,Poor
ASSET18309,Mobile,Model-861,SN-269479,Latha Hegde,Sales,Mysuru,08-03-2022,07-03-2024,Disposed,Average
ASSET18310,Router,Model-740,SN-827099,Prakash Desai,R&D,Davangere,23-02-2022,23-02-2024,Disposed,Average
ASSET18311,Tablet,Model-396,SN-720597,Nandini Gowda,Operations,Belagavi,13-07-2022,12-07-2024,Under Repair,Poor
ASSET18312,Server,Model-128,SN-238955,Asha Shetty,Finance,Belagavi,30-11-2024,30-11-2027,Disposed,Excellent
ASSET18313,Mobile,Model-619,SN-526119,,IT,Ballari,24-01-2024,23-01-2027,Available,Average
ASSET18314,Laptop,Model-893,SN-133534,Pooja Pai,Operations,Ballari,25-04-2023,24-04-2026,In Use,Excellent
ASSET18315,Printer,Model-569,SN-765086,,Marketing,Davangere,13-11-2023,12-11-2026,Available,Average
ASSET18316,Tablet,Model-718,SN-539691,,Operations,Ballari,22-09-2023,21-09-2026,Available,Average
ASSET18317,Router,Model-535,SN-482014,,Finance,Mysuru,06-02-2023,05-02-2025,Available,Excellent
ASSET18318,Monitor,Model-246,SN-680105,Rakesh Naidu,HR,Davangere,02-07-2023,01-07-2026,In Use,Good
ASSET18319,Laptop,Model-372,SN-468625,Rakesh Urs,IT,Udupi,27-12-2023,26-12-2024,Disposed,Excellent
ASSET18320,Server,Model-211,SN-853301,Nandini Pai,Operations,Mangalore,04-12-2022,04-12-2023,Under Repair,Average
ASSET18321,Desktop,Model-226,SN-140999,Latha Desai,HR,Udupi,11-08-2024,11-08-2027,Under Repair,Good
ASSET18322,Laptop,Model-645,SN-594531,Nandini Shetty,IT,Bengaluru,02-07-2024,02-07-2027,Under Repair,Good
ASSET18323,Laptop,Model-719,SN-592072,Arjun Desai,HR,Ballari,08-07-2023,07-07-2026,In Use,Poor
ASSET18324,Tablet,Model-724,SN-626777,Shruthi Hegde,Admin,Hubli,18-06-2024,18-06-2027,Damaged,Average
ASSET18325,Printer,Model-321,SN-706276,Kavya Gowda,R&D,Mysuru,23-03-2023,22-03-2026,Disposed,Average
ASSET18326,Desktop,Model-744,SN-379377,Meena Rao,Finance,Bengaluru,23-10-2022,23-10-2023,Disposed,Good
ASSET18327,Switch,Model-964,SN-624168,Prakash Desai,Operations,Hubli,15-07-2023,14-07-2024,Under Repair,Excellent
ASSET18328,Mobile,Model-791,SN-562826,,Admin,Hubli,23-01-2024,22-01-2025,Available,Good
ASSET18329,Laptop,Model-192,SN-773260,Meena Desai,R&D,Udupi,23-04-2023,22-04-2024,Under Repair,Excellent
ASSET18330,Server,Model-397,SN-326758,Karthik Urs,IT,Udupi,15-03-2022,14-03-2024,Disposed,Average
ASSET18331,Switch,Model-771,SN-191531,Nandini Shetty,R&D,Udupi,07-07-2024,07-07-2026,Damaged,Average
ASSET18332,Switch,Model-392,SN-572827,,R&D,Belagavi,05-07-2024,05-07-2025,Available,Excellent
ASSET18333,Laptop,Model-874,SN-931486,Deepak Rao,Marketing,Mysuru,21-02-2023,21-02-2024,Damaged,Excellent
ASSET18334,Laptop,Model-967,SN-688006,Arjun Pai,Finance,Ballari,11-01-2023,10-01-2025,In Use,Poor
ASSET18335,Mobile,Model-977,SN-909985,Asha Rao,Finance,Shivamogga,06-02-2024,05-02-2025,Damaged,Average
ASSET18336,Router,Model-679,SN-245140,,IT,Bengaluru,18-10-2022,18-10-2023,Available,Excellent
ASSET18337,Tablet,Model-333,SN-729835,Shruthi Desai,IT,Ballari,19-03-2024,19-03-2025,Disposed,Average
ASSET18338,Desktop,Model-854,SN-304888,Arjun Naidu,Sales,Mangalore,10-02-2023,09-02-2026,Under Repair,Good
ASSET18339,Projector,Model-765,SN-834297,,HR,Davangere,29-01-2022,29-01-2023,Available,Excellent
ASSET18340,Tablet,Model-425,SN-252863,Shruthi Pai,Sales,Mysuru,08-10-2023,07-10-2024,Damaged,Good
ASSET18341,Server,Model-728,SN-179069,Shruthi Urs,R&D,Hubli,25-05-2024,25-05-2027,In Use,Good
ASSET18342,Laptop,Model-309,SN-845204,Divya Gowda,Operations,Mangalore,16-06-2022,15-06-2025,Damaged,Good
ASSET18343,Monitor,Model-924,SN-342894,Pooja Murthy,R&D,Bengaluru,29-07-2023,28-07-2026,Damaged,Excellent
ASSET18344,Monitor,Model-703,SN-272691,Nandini Urs,HR,Mangalore,11-12-2022,11-12-2023,Under Repair,Excellent
ASSET18345,Switch,Model-411,SN-235114,Deepak Shetty,HR,Ballari,20-02-2023,19-02-2026,In Use,Average
ASSET18346,Printer,Model-201,SN-850047,Meena Gowda,Sales,Hubli,23-01-2022,23-01-2024,Damaged,Average
ASSET18347,Router,Model-865,SN-910757,,IT,Shivamogga,19-01-2022,18-01-2025,Available,Excellent
ASSET18348,Desktop,Model-462,SN-256742,Rakesh Rao,R&D,Ballari,17-02-2022,17-02-2023,Under Repair,Average
ASSET18349,Switch,Model-744,SN-602601,Pooja Gowda,Finance,Udupi,14-05-2024,14-05-2025,Under Repair,Poor
ASSET18350,Projector,Model-727,SN-658101,Arjun Murthy,Marketing,Belagavi,09-03-2024,09-03-2025,In Use,Good
ASSET18351,Tablet,Model-784,SN-988917,,R&D,Belagavi,28-04-2022,28-04-2023,Available,Poor
ASSET18352,Monitor,Model-593,SN-481643,Manoj Gowda,Finance,Mangalore,07-01-2024,06-01-2027,Disposed,Good
ASSET18353,Switch,Model-393,SN-147306,Divya Desai,HR,Ballari,15-03-2023,14-03-2024,Disposed,Excellent
ASSET18354,Tablet,Model-649,SN-297969,Divya Hegde,Admin,Mangalore,24-06-2023,23-06-2024,Disposed,Excellent
ASSET18355,Tablet,Model-138,SN-846404,,Marketing,Mysuru,27-02-2023,26-02-2026,Available,Average
ASSET18356,Mobile,Model-388,SN-148565,Sahana Gowda,HR,Shivamogga,04-10-2022,03-10-2024,Damaged,Good
ASSET18357,Projector,Model-864,SN-950393,Prakash Shetty,Admin,Ballari,03-07-2024,03-07-2027,Damaged,Average
ASSET18358,Server,Model-367,SN-573782,Deepak Murthy,HR,Udupi,02-08-2022,01-08-2025,Under Repair,Good
ASSET18359,Laptop,Model-220,SN-598999,Rakesh Shetty,Finance,Belagavi,09-02-2024,08-02-2027,Damaged,Average
ASSET18360,Printer,Model-393,SN-570743,Sanjay Shetty,Sales,Bengaluru,14-08-2024,14-08-2027,Disposed,Poor
ASSET18361,Monitor,Model-711,SN-965397,,HR,Mangalore,07-08-2024,07-08-2027,Available,Good
ASSET18362,Printer,Model-127,SN-715064,Sanjay Shetty,Sales,Hubli,10-05-2024,10-05-2025,Under Repair,Good
ASSET18363,Printer,Model-968,SN-113109,Asha Rao,Sales,Bengaluru,25-04-2024,25-04-2027,Disposed,Good
ASSET18364,Laptop,Model-943,SN-722439,Meena Shetty,HR,Shivamogga,15-12-2024,15-12-2025,Damaged,Poor
ASSET18365,Projector,Model-966,SN-277740,Rakesh Murthy,HR,Shivamogga,20-04-2024,20-04-2026,Damaged,Poor
ASSET18366,Monitor,Model-372,SN-403661,,Marketing,Ballari,15-07-2024,15-07-2026,Available,Average
ASSET18367,Laptop,Model-764,SN-696762,Deepak Shetty,Sales,Belagavi,20-12-2023,19-12-2024,Under Repair,Excellent
ASSET18368,Tablet,Model-980,SN-860838,Shruthi Naidu,Admin,Shivamogga,30-10-2024,30-10-2027,Disposed,Good
ASSET18369,Mobile,Model-298,SN-323011,Vikram Shetty,IT,Belagavi,13-04-2024,13-04-2027,In Use,Average
ASSET18370,Server,Model-689,SN-991801,Sahana Murthy,R&D,Mysuru,13-06-2022,12-06-2025,In Use,Poor
ASSET18371,Monitor,Model-203,SN-651002,Deepak Naidu,Admin,Mangalore,29-10-2022,29-10-2023,Disposed,Good
ASSET18372,Router,Model-519,SN-923851,Arjun Pai,Operations,Ballari,30-11-2022,29-11-2025,In Use,Excellent
ASSET18373,Laptop,Model-719,SN-231997,Vikram Urs,R&D,Mangalore,06-11-2024,06-11-2027,Disposed,Good
ASSET18374,Desktop,Model-254,SN-472550,Latha Rao,R&D,Shivamogga,06-04-2024,06-04-2026,Damaged,Good
ASSET18375,Projector,Model-322,SN-148886,Vikram Rao,Finance,Bengaluru,08-01-2023,07-01-2025,Disposed,Poor
ASSET18376,Desktop,Model-115,SN-345369,Asha Desai,Sales,Davangere,23-05-2023,22-05-2025,Under Repair,Good
ASSET18377,Laptop,Model-951,SN-332383,Kavya Murthy,Finance,Davangere,20-03-2024,20-03-2025,In Use,Poor
ASSET18378,Tablet,Model-572,SN-276879,,HR,Mangalore,16-02-2022,15-02-2025,Available,Average
ASSET18379,Tablet,Model-799,SN-687644,Manoj Murthy,Admin,Mangalore,22-12-2024,22-12-2026,Under Repair,Excellent
ASSET18380,Server,Model-427,SN-578894,Deepak Rao,Sales,Bengaluru,30-03-2022,29-03-2024,Under Repair,Average
ASSET18381,Mobile,Model-861,SN-313049,,Sales,Mysuru,02-02-2022,02-02-2023,Available,Average
ASSET18382,Projector,Model-583,SN-215552,Asha Murthy,IT,Ballari,13-03-2022,12-03-2025,In Use,Excellent
ASSET18383,Tablet,Model-828,SN-693537,Prakash Rao,Admin,Hubli,23-09-2024,23-09-2026,Disposed,Good
ASSET18384,Projector,Model-405,SN-787830,Shruthi Pai,Finance,Belagavi,30-11-2024,30-11-2025,Disposed,Excellent
ASSET18385,Tablet,Model-677,SN-184160,Arjun Shetty,Marketing,Belagavi,03-07-2022,02-07-2024,Disposed,Poor
ASSET18386,Router,Model-751,SN-578095,Prakash Hegde,IT,Mysuru,12-03-2023,11-03-2026,Disposed,Poor
ASSET18387,Monitor,Model-279,SN-566389,Deepak Gowda,Finance,Udupi,17-07-2022,17-07-2023,Damaged,Average
